monthly_income_estimate,food_pct,groceries_pct,transport_pct,shopping_pct,entertainment_pct,utilities_pct,healthcare_pct,investments_pct,fuel_pct,savings_rate,spend_volatility_normalised
62947.57,0.1805,0.1829,0.1147,0.1214,0.0362,0.0709,0.0577,0.0379,0.0617,0.1359,0.1256
57584.68,0.2345,0.143,0.0883,0.1906,0.0394,0.0725,0.0479,0.0974,0.0676,0.0189,0.125
57546.28,0.1545,0.1744,0.1434,0.1628,0.0399,0.1263,0.062,0.0422,0.0447,0.05,0.0999
72806.89,0.1711,0.1616,0.1317,0.1228,0.0932,0.095,0.0181,0.1248,0.0315,0.05,0.1321
40051.61,0.2147,0.1365,0.1203,0.0676,0.0694,0.1532,0.095,0.0646,0.0572,0.0214,0.0962
52295.23,0.2521,0.0916,0.1207,0.0556,0.0778,0.0865,0.0363,0.1444,0.08,0.0551,0.1506
69043.6,0.252,0.1229,0.1091,0.0937,0.055,0.1099,0.0059,0.0983,0.0415,0.1116,0.0892
60873.53,0.1497,0.1187,0.1127,0.0174,0.0653,0.0815,0.0528,0.1125,0.0904,0.1992,0.163
36706.8,0.256,0.1103,0.0979,0.088,0.0349,0.1201,0.0448,0.0491,0.1134,0.0855,0.1322
35512.93,0.216,0.1459,0.1046,0.1076,0.0306,0.1009,0.0691,0.048,0.0935,0.0837,0.2687
40191.76,0.1614,0.1634,0.0859,0.1632,0.0556,0.1466,0.033,0.0948,0.046,0.05,0.1631
31155.61,0.1934,0.0749,0.0752,0.0674,0.0509,0.1214,0.0592,0.0884,0.0717,0.1977,0.2128
65205.68,0.2024,0.1327,0.1321,0.1146,0.005,0.0926,0.0911,0.1153,0.0346,0.0796,0.1744
45711.02,0.214,0.1285,0.1296,0.0445,0.0851,0.1132,0.0768,0.1319,0.0494,0.027,0.1085
42899.62,0.2215,0.1223,0.1344,0.1085,0.0328,0.0896,0.046,0.0511,0.0823,0.1116,0.118
59108.59,0.2241,0.1615,0.0748,0.1229,0.0503,0.0775,0.0633,0.079,0.0387,0.108,0.0336
66725.34,0.147,0.1337,0.0777,0.0734,0.0318,0.0715,0.0387,0.1123,0.0577,0.2562,0.1901
44532.11,0.2984,0.0994,0.0929,0.1617,0.0341,0.1002,0.0559,0.0804,0.0752,0.0017,0.1114
70106.69,0.0707,0.1328,0.1051,0.0973,0.0464,0.0878,0.0459,0.1636,0.0526,0.1979,0.1468
68968.34,0.1656,0.1121,0.1045,0.0339,0.078,0.1482,0.0259,0.0449,0.0894,0.1976,0.1897
65680.17,0.1315,0.1753,0.0722,0.1303,0.0614,0.0919,0.0712,0.064,0.0479,0.1544,0.2414
30787.33,0.2635,0.0735,0.0878,0.1769,0.0489,0.0665,0.0909,0.0899,0.0522,0.05,0.1343
38275.93,0.1124,0.1229,0.1129,0.082,0.0228,0.1558,0.0641,0.0311,0.0341,0.2618,0.2151
34347.96,0.1357,0.1495,0.0907,0.0956,0.0581,0.0833,0.0443,0.1016,0.057,0.1843,0.1384
30274.32,0.1982,0.0766,0.1693,0.1524,0.0583,0.0658,0.0323,0.0612,0.0354,0.1506,0.1013
64394.04,0.2006,0.086,0.0812,0.1146,0.077,0.0823,0.0289,0.0776,0.0389,0.2129,0.1483
37734.95,0.205,0.1535,0.0732,0.1011,0.0743,0.1435,0.0626,0.0327,0.0704,0.0836,0.1572
60074.03,0.1716,0.1013,0.0923,0.1341,0.0404,0.1149,0.0328,0.0576,0.1069,0.1479,0.0906
44660.99,0.1268,0.1284,0.1016,0.1072,0.0651,0.0889,0.1087,0.0914,0.0554,0.1265,0.1392
58379.37,0.2149,0.1808,0.0668,0.0635,0.0445,0.1356,0.0628,0.016,0.005,0.2101,0.092
56930.21,0.1654,0.1701,0.0638,0.047,0.0841,0.1341,0.0324,0.1169,0.0784,0.1077,0.1547
39844.08,0.1531,0.128,0.1668,0.0472,0.0441,0.1381,0.0349,0.0909,0.0744,0.1223,0.1356
52684.9,0.2475,0.1364,0.0814,0.1325,0.0466,0.0805,0.0739,0.063,0.0833,0.055,0.1256
48983.8,0.24,0.1537,0.0804,0.1403,0.0769,0.0951,0.005,0.0373,0.0925,0.0788,0.1306
47917.8,0.1922,0.0846,0.0858,0.0646,0.0119,0.0616,0.0243,0.1405,0.0642,0.2704,0.1125
34458.5,0.2098,0.1944,0.0772,0.1776,0.084,0.0997,0.0213,0.0173,0.0567,0.062,0.1414
35635.17,0.2452,0.0865,0.1453,0.1178,0.0199,0.1135,0.0696,0.0321,0.0498,0.1202,0.1657
50752.76,0.1188,0.107,0.0679,0.1213,0.0256,0.1241,0.0452,0.132,0.0698,0.1883,0.1562
34584.64,0.2119,0.1402,0.1117,0.0494,0.0554,0.1235,0.0639,0.0574,0.0378,0.1486,0.1284
74065.34,0.2402,0.1502,0.0772,0.1044,0.0113,0.109,0.0557,0.1586,0.0592,0.0342,0.1601
58859.6,0.2873,0.0794,0.1244,0.1056,0.0643,0.1431,0.005,0.0901,0.0676,0.0333,0.1454
56226.6,0.2865,0.1143,0.0886,0.0875,0.0365,0.0674,0.005,0.0717,0.0483,0.1942,0.097
65815.07,0.1692,0.0881,0.1028,0.1121,0.0386,0.0785,0.0798,0.114,0.0602,0.1569,0.1409
31915.69,0.1974,0.0861,0.1179,0.15,0.0168,0.0828,0.1077,0.0699,0.0922,0.0794,0.1665
46692.66,0.2746,0.1205,0.1045,0.0605,0.0669,0.0651,0.0896,0.1341,0.061,0.0232,0.1787
53851.1,0.1393,0.1556,0.0779,0.0857,0.0701,0.0648,0.0057,0.0863,0.0702,0.2445,0.0109
36049.76,0.0887,0.0808,0.1242,0.1173,0.0606,0.0907,0.1047,0.0369,0.0523,0.2437,0.1107
37277.67,0.2197,0.0985,0.1194,0.1363,0.0538,0.0668,0.0614,0.0404,0.0274,0.1763,0.0957
44333.92,0.2069,0.1261,0.0978,0.0326,0.0203,0.0667,0.084,0.0757,0.0347,0.2551,0.1889
59417.24,0.2682,0.0862,0.0952,0.1599,0.0448,0.1498,0.0364,0.0705,0.039,0.05,0.1965
34208.55,0.2329,0.1487,0.0519,0.0527,0.0476,0.0909,0.0458,0.0859,0.0704,0.1732,0.1431
58670.25,0.2579,0.0898,0.0936,0.1219,0.085,0.1158,0.0436,0.069,0.0735,0.05,0.1606
67033.46,0.2089,0.1292,0.12,0.0982,0.0544,0.0803,0.0774,0.1169,0.0647,0.05,0.1766
64461.41,0.2064,0.1196,0.1127,0.1522,0.0093,0.1436,0.0579,0.0929,0.0617,0.0438,0.0734
56000.18,0.1998,0.1101,0.1287,0.0908,0.0406,0.1685,0.0284,0.1033,0.0798,0.05,0.2048
56301.91,0.12,0.1232,0.1059,0.1562,0.0328,0.0461,0.0401,0.1531,0.0674,0.1552,0.1083
39341.04,0.0834,0.1227,0.1156,0.0452,0.036,0.0973,0.0828,0.0668,0.0743,0.276,0.1487
50365.41,0.2822,0.1676,0.154,0.044,0.0718,0.0601,0.0287,0.0731,0.0853,0.0333,0.0833
39603.17,0.2458,0.0818,0.0932,0.0895,0.0583,0.1473,0.0695,0.0526,0.0823,0.0797,0.1845
72093.92,0.1442,0.1521,0.0641,0.0823,0.0645,0.0517,0.0562,0.0994,0.0942,0.1915,0.1562
43622.53,0.1526,0.1572,0.0996,0.1324,0.0409,0.0401,0.0719,0.0651,0.0568,0.1835,0.063
54255.23,0.3119,0.0957,0.1188,0.0447,0.0199,0.097,0.0721,0.1107,0.0244,0.1049,0.0933
37762.46,0.0576,0.1057,0.0939,0.0912,0.0571,0.0612,0.0188,0.0444,0.0658,0.4042,0.1455
33915.21,0.3121,0.1281,0.1292,0.1083,0.0113,0.0812,0.0412,0.0946,0.0442,0.05,0.1218
44416.47,0.22,0.1224,0.1418,0.1059,0.0529,0.1742,0.0121,0.0794,0.0383,0.0529,0.1033
35310.27,0.1519,0.1257,0.1042,0.1052,0.0758,0.1027,0.0231,0.0918,0.0814,0.1382,0.1444
66075.35,0.249,0.0779,0.1516,0.1299,0.032,0.0683,0.0764,0.1204,0.07,0.0246,0.2156
56881.77,0.1891,0.1311,0.0606,0.083,0.0663,0.0922,0.0397,0.0842,0.0361,0.2176,0.093
55386.33,0.2424,0.1126,0.0944,0.1071,0.0194,0.0291,0.0948,0.095,0.0669,0.1384,0.1889
53350.24,0.2382,0.0947,0.0783,0.0936,0.0501,0.0853,0.005,0.0818,0.031,0.2418,0.1538
48391.02,0.2202,0.1055,0.1352,0.1046,0.0365,0.0764,0.0663,0.0896,0.0776,0.0881,0.1435
30292.77,0.2097,0.1001,0.1024,0.1111,0.0646,0.1104,0.1002,0.0995,0.0519,0.05,0.1672
31933.35,0.2849,0.086,0.1181,0.1025,0.0752,0.0832,0.1033,0.0495,0.035,0.0621,0.1306
34075.13,0.1509,0.1652,0.1025,0.0478,0.0552,0.1258,0.011,0.0394,0.0866,0.2156,0.1546
39053.86,0.1669,0.1114,0.0818,0.1115,0.0366,0.0483,0.0529,0.1235,0.0513,0.2159,0.1145
41541.05,0.0923,0.1482,0.1388,0.1224,0.0336,0.0704,0.0174,0.131,0.0457,0.2003,0.0545
68902.86,0.164,0.116,0.1324,0.1255,0.0536,0.1234,0.0632,0.0921,0.0644,0.0654,0.14
60671.02,0.2234,0.142,0.1105,0.1095,0.0642,0.094,0.0677,0.0765,0.0315,0.0809,0.1328
36812.71,0.214,0.0997,0.1506,0.1204,0.0366,0.106,0.046,0.106,0.0706,0.05,0.1901
38625.22,0.1059,0.0921,0.1053,0.1059,0.0388,0.0745,0.0505,0.0822,0.0608,0.2839,0.0944
74333.04,0.1601,0.1295,0.1482,0.1296,0.0596,0.1374,0.0753,0.0699,0.0405,0.05,0.1392
40315.8,0.1506,0.1247,0.0457,0.1672,0.0233,0.0757,0.0242,0.0959,0.0919,0.2007,0.1802
33160.42,0.2153,0.1269,0.1046,0.1013,0.0539,0.0807,0.0451,0.0774,0.0746,0.1203,0.1437
60404.01,0.2253,0.1715,0.1088,0.1292,0.0336,0.0714,0.0679,0.0455,0.079,0.0679,0.1187
37278.23,0.1689,0.1052,0.053,0.1171,0.0555,0.1154,0.0611,0.0495,0.0793,0.195,0.1797
62541.42,0.1691,0.0924,0.0898,0.0474,0.0137,0.1297,0.0146,0.0298,0.0442,0.3692,0.145
73719.31,0.2206,0.1444,0.0912,0.1001,0.0701,0.0799,0.057,0.005,0.0416,0.1902,0.1625
71977.22,0.0938,0.1269,0.1052,0.0785,0.0369,0.1181,0.1291,0.0988,0.0965,0.116,0.1668
68692.51,0.1549,0.1735,0.1074,0.0902,0.0777,0.1604,0.0556,0.092,0.0627,0.0256,0.092
64498.09,0.1763,0.1371,0.0901,0.0942,0.0419,0.1101,0.0444,0.0571,0.0799,0.1689,0.1476
48820.27,0.1253,0.1252,0.0811,0.034,0.0653,0.0879,0.0997,0.0609,0.0494,0.2713,0.0955
47740.4,0.2145,0.139,0.0815,0.0977,0.03,0.0695,0.0875,0.0201,0.0462,0.214,0.1242
52074.44,0.1633,0.1096,0.1104,0.1622,0.0428,0.1269,0.039,0.1046,0.0912,0.05,0.1456
53425.23,0.1652,0.0904,0.0957,0.1106,0.0665,0.0742,0.0223,0.091,0.0371,0.2471,0.1132
70185.27,0.1495,0.1202,0.1404,0.1374,0.0719,0.0677,0.0997,0.0857,0.0775,0.05,0.0996
74598.57,0.2773,0.1054,0.0752,0.0398,0.0838,0.0712,0.0473,0.0286,0.0684,0.203,0.0495
55290.08,0.2634,0.1861,0.1241,0.1386,0.0088,0.0769,0.0234,0.0769,0.0166,0.0854,0.144
74739.36,0.2394,0.0654,0.0936,0.147,0.067,0.1074,0.0911,0.0683,0.0708,0.05,0.151
30467.67,0.1633,0.1686,0.1313,0.0498,0.0592,0.1441,0.0516,0.0121,0.0533,0.1667,0.1476
53209.31,0.1099,0.1459,0.1008,0.1293,0.0897,0.1187,0.005,0.1337,0.0659,0.1011,0.0982
72838.77,0.1662,0.1378,0.0943,0.1141,0.0476,0.0643,0.0811,0.0172,0.0451,0.2322,0.2207
50438.72,0.3512,0.0627,0.1023,0.0741,0.0109,0.0546,0.0263,0.1288,0.0686,0.1205,0.1229
66122.13,0.2762,0.0838,0.1276,0.054,0.0621,0.1005,0.0387,0.0431,0.0704,0.1437,0.2171
61417.34,0.2741,0.1387,0.0876,0.0542,0.0711,0.0546,0.0431,0.1245,0.0397,0.1125,0.1845
59799.63,0.2315,0.1153,0.1327,0.1091,0.0102,0.0503,0.061,0.0446,0.0234,0.2219,0.1109
59426.6,0.2553,0.1242,0.0996,0.1005,0.054,0.0716,0.0365,0.0439,0.0749,0.1395,0.1723
67924.77,0.1939,0.116,0.1157,0.1448,0.0632,0.1237,0.0519,0.0085,0.0319,0.1504,0.1873
64692.17,0.2075,0.1145,0.0999,0.1026,0.0344,0.0846,0.0129,0.1034,0.0594,0.1807,0.0629
56500.36,0.159,0.1412,0.0985,0.0659,0.0815,0.0674,0.0645,0.0998,0.0545,0.1678,0.1444
33750.73,0.2087,0.0973,0.1039,0.1444,0.0572,0.1281,0.005,0.0856,0.0869,0.0828,0.1084
45788.55,0.1416,0.1009,0.0831,0.028,0.0718,0.1223,0.0259,0.0622,0.0386,0.3257,0.1098
49044.46,0.1948,0.1211,0.0554,0.0508,0.0657,0.0635,0.0723,0.0181,0.0298,0.3284,0.1409
41995.47,0.2647,0.1375,0.1011,0.088,0.0375,0.0604,0.0928,0.114,0.054,0.05,0.0934
33218.34,0.1765,0.1205,0.0972,0.0925,0.0278,0.153,0.0084,0.0607,0.0437,0.2197,0.1656
57753.9,0.2546,0.0817,0.0298,0.1703,0.0613,0.1371,0.0243,0.1116,0.0809,0.0485,0.1445
67298.78,0.1545,0.1217,0.0416,0.1229,0.0774,0.1266,0.1131,0.1257,0.0459,0.0707,0.153
38627.05,0.1262,0.1724,0.0854,0.0464,0.0151,0.1102,0.0576,0.0802,0.0509,0.2554,0.1364
31666.71,0.2098,0.0941,0.0877,0.0854,0.0559,0.1186,0.0174,0.0489,0.0592,0.223,0.1517
70404.14,0.1822,0.1131,0.0724,0.0515,0.0661,0.1434,0.0842,0.0062,0.0797,0.2012,0.1121
44057.48,0.1747,0.1209,0.1155,0.0753,0.0602,0.1376,0.0329,0.0165,0.0256,0.2406,0.1547
61232.8,0.3058,0.0732,0.0909,0.1365,0.0407,0.1016,0.1077,0.0422,0.08,0.0213,0.1187
38759.67,0.2559,0.1133,0.1021,0.0692,0.0599,0.115,0.0681,0.1077,0.0588,0.05,0.1455
64817.58,0.1979,0.1485,0.1245,0.139,0.0442,0.0608,0.0749,0.0945,0.0658,0.05,0.106
69294.2,0.2542,0.1044,0.1325,0.0775,0.048,0.0814,0.0561,0.1614,0.0702,0.0142,0.149
63023.47,0.1964,0.1363,0.0487,0.0615,0.0647,0.1061,0.0087,0.072,0.074,0.2317,0.1312
49050.25,0.2043,0.155,0.0849,0.0801,0.0324,0.0438,0.005,0.0564,0.0828,0.2553,0.08
47395.12,0.1593,0.0531,0.0892,0.1284,0.041,0.0663,0.0235,0.0339,0.0689,0.3365,0.186
73091.07,0.1934,0.105,0.1591,0.0571,0.0508,0.1838,0.0235,0.005,0.061,0.1613,0.2203
72795.07,0.2028,0.1181,0.0664,0.1075,0.0688,0.0546,0.0616,0.1094,0.0438,0.167,0.1853
64061.87,0.1919,0.15,0.1347,0.129,0.0554,0.0974,0.0311,0.0917,0.0689,0.05,0.102
38394.03,0.2094,0.0943,0.1008,0.1035,0.0566,0.1392,0.0525,0.0984,0.0534,0.0921,0.154
43673.39,0.2484,0.0943,0.0899,0.127,0.0189,0.089,0.061,0.051,0.0446,0.1759,0.1309
55491.94,0.1703,0.1162,0.1313,0.1506,0.0098,0.1279,0.0484,0.1551,0.0738,0.0167,0.1441
56740.45,0.1926,0.1297,0.1113,0.1256,0.0591,0.0867,0.0306,0.1387,0.0601,0.0656,0.1002
71901.21,0.2889,0.121,0.1,0.046,0.0276,0.1201,0.0866,0.0675,0.1232,0.0191,0.1295
72489.16,0.2897,0.0614,0.0898,0.131,0.0309,0.122,0.0843,0.0608,0.0153,0.1149,0.1418
41990.81,0.2001,0.134,0.0901,0.149,0.101,0.1115,0.0369,0.0643,0.0696,0.0434,0.1559
33512.04,0.125,0.1311,0.106,0.119,0.054,0.1393,0.0642,0.0492,0.0735,0.1387,0.139
43348.86,0.2105,0.1161,0.1135,0.0297,0.024,0.0747,0.0679,0.153,0.0349,0.1758,0.0616
58397.11,0.149,0.1141,0.0966,0.0205,0.0454,0.1181,0.0298,0.0734,0.0551,0.298,0.1297
38895.3,0.3114,0.084,0.0969,0.1195,0.042,0.1102,0.0206,0.095,0.0578,0.0626,0.058
56753.93,0.1447,0.1241,0.1229,0.1401,0.0309,0.0958,0.0573,0.0871,0.0472,0.1499,0.109
51968.81,0.1825,0.1714,0.0949,0.0733,0.0487,0.0688,0.0649,0.0292,0.0393,0.2269,0.1695
33421.35,0.1615,0.1227,0.1447,0.0173,0.049,0.1155,0.0458,0.1111,0.0792,0.1532,0.1924
69253.72,0.1842,0.1054,0.1252,0.0846,0.0654,0.0955,0.029,0.0156,0.0529,0.2422,0.1828
71166.39,0.2482,0.0881,0.0729,0.0901,0.0316,0.1283,0.0479,0.1122,0.0973,0.0833,0.1643
65083.85,0.1353,0.1118,0.0933,0.1501,0.0386,0.1426,0.0428,0.0604,0.0696,0.1555,0.2027
48207.13,0.3796,0.1057,0.0811,0.0389,0.0239,0.0596,0.0254,0.0801,0.0284,0.1773,0.0813
42870.17,0.1358,0.1341,0.1359,0.0834,0.0278,0.0891,0.0321,0.0285,0.0271,0.3062,0.0868
48501.5,0.1403,0.1446,0.0998,0.0967,0.0506,0.0884,0.0293,0.0354,0.0693,0.2456,0.127
37798.16,0.1976,0.1088,0.0563,0.1725,0.0452,0.0978,0.0806,0.0748,0.07,0.0964,0.1997
67895.68,0.2483,0.082,0.0892,0.1198,0.0706,0.0803,0.0808,0.0553,0.0374,0.1363,0.1932
69437.86,0.332,0.1241,0.0083,0.1318,0.041,0.0915,0.0359,0.124,0.0712,0.0403,0.1
33544.24,0.1511,0.1155,0.089,0.1438,0.0238,0.1023,0.094,0.0779,0.0539,0.1486,0.1141
50934.3,0.2609,0.1502,0.0406,0.121,0.0499,0.079,0.0631,0.0807,0.0412,0.1133,0.044
49839.34,0.1337,0.1326,0.1046,0.1715,0.0839,0.1326,0.0139,0.0814,0.0463,0.0996,0.1146
61635.35,0.1053,0.1238,0.0128,0.1578,0.0597,0.0655,0.1028,0.0923,0.021,0.2589,0.1104
34604.42,0.1682,0.114,0.1164,0.0786,0.0427,0.1162,0.005,0.1034,0.032,0.2235,0.1683
40130.7,0.2033,0.1097,0.0906,0.1244,0.0432,0.0801,0.0179,0.1048,0.0378,0.1883,0.1134
41421.24,0.1877,0.1072,0.1127,0.09,0.031,0.1243,0.005,0.0366,0.0286,0.277,0.0743
64713.41,0.1923,0.116,0.1329,0.0937,0.0275,0.158,0.0548,0.0223,0.0245,0.178,0.1082
55085.48,0.1133,0.0999,0.0915,0.1527,0.0197,0.118,0.0196,0.0651,0.0766,0.2436,0.1753
31000.8,0.2009,0.1501,0.1411,0.0638,0.0837,0.0991,0.0615,0.0734,0.0616,0.0647,0.1237
55052.77,0.2284,0.1474,0.0687,0.1127,0.0521,0.0921,0.0774,0.049,0.0833,0.089,0.1861
57029.61,0.0934,0.1208,0.1147,0.1262,0.0303,0.1089,0.0803,0.0394,0.0662,0.2199,0.1796
40537.32,0.3179,0.1277,0.1192,0.0955,0.0323,0.065,0.0486,0.0976,0.068,0.0282,0.1282
60344.45,0.1112,0.1198,0.1261,0.0514,0.0372,0.0444,0.0481,0.005,0.0879,0.3691,0.1258
59510.61,0.1788,0.1,0.1256,0.1057,0.059,0.0502,0.0727,0.0946,0.0627,0.1506,0.1471
44979.66,0.2214,0.0776,0.0722,0.1912,0.0386,0.1465,0.0072,0.1432,0.0539,0.0482,0.172
58523.04,0.1322,0.1344,0.1136,0.0828,0.032,0.093,0.0367,0.0782,0.0289,0.2681,0.1853
66192.28,0.0955,0.162,0.1055,0.1349,0.0348,0.1009,0.0828,0.062,0.0377,0.1839,0.0814
63672.73,0.2236,0.1375,0.1371,0.1682,0.0251,0.1204,0.0448,0.0424,0.0644,0.0363,0.1434
56147.46,0.2266,0.1311,0.118,0.1203,0.0557,0.1054,0.0061,0.022,0.0876,0.1273,0.1614
35193.09,0.1819,0.0941,0.0745,0.0889,0.0814,0.0809,0.0398,0.117,0.0659,0.1755,0.2145
72880.78,0.2562,0.1117,0.0783,0.0726,0.0416,0.1357,0.0595,0.0505,0.1004,0.0933,0.1402
71680.24,0.3023,0.1478,0.1334,0.0922,0.0362,0.0661,0.0835,0.005,0.0863,0.0472,0.1286
72916.46,0.1824,0.0591,0.118,0.0994,0.0661,0.1094,0.0203,0.005,0.0345,0.3058,0.1266
31664.53,0.2143,0.1364,0.0854,0.1065,0.0522,0.1204,0.0325,0.1252,0.0729,0.0542,0.1149
42143.11,0.2338,0.0954,0.0895,0.1081,0.0645,0.0901,0.0868,0.0603,0.0667,0.1048,0.1921
59095.32,0.193,0.1079,0.0796,0.0514,0.0632,0.0862,0.005,0.1414,0.0611,0.2113,0.1119
30046.22,0.2019,0.1646,0.0322,0.0215,0.0261,0.0941,0.0176,0.0807,0.0455,0.3158,0.1759
34405.48,0.1594,0.0824,0.0643,0.116,0.0446,0.0668,0.0637,0.0712,0.0834,0.2482,0.1606
73367.54,0.2453,0.1361,0.1053,0.0919,0.0254,0.0871,0.0378,0.0784,0.0778,0.1148,0.1751
67893.05,0.1864,0.0694,0.0723,0.2037,0.058,0.1456,0.1024,0.0364,0.0868,0.039,0.1294
61077.5,0.1983,0.0899,0.0844,0.1268,0.0642,0.1076,0.0309,0.0802,0.0235,0.1941,0.2086
30305.77,0.2135,0.0885,0.0317,0.1228,0.0979,0.0969,0.0432,0.1318,0.0189,0.1547,0.2408
45167.87,0.1716,0.1296,0.1446,0.0946,0.0523,0.0988,0.1012,0.0825,0.0748,0.05,0.1231
41647.66,0.1563,0.1288,0.0563,0.0452,0.0307,0.1311,0.0367,0.0677,0.0418,0.3054,0.1688
69503.3,0.2294,0.104,0.1682,0.0753,0.1036,0.1443,0.0373,0.0339,0.0542,0.05,0.1409
56354.08,0.253,0.12,0.0981,0.1598,0.0684,0.0978,0.0168,0.0804,0.0579,0.0478,0.1047
46990.98,0.1581,0.164,0.0988,0.1242,0.0355,0.1388,0.0386,0.0483,0.0236,0.1702,0.1534
36620.39,0.2492,0.1285,0.1056,0.102,0.0293,0.1139,0.081,0.0875,0.0432,0.0597,0.0572
72091.61,0.2499,0.1306,0.0762,0.125,0.0756,0.1322,0.0239,0.0646,0.0831,0.0388,0.1559
41461.66,0.1538,0.1394,0.033,0.1068,0.0781,0.1457,0.0173,0.0333,0.0952,0.1975,0.2241
52987.36,0.1173,0.081,0.0732,0.0699,0.0624,0.1036,0.0192,0.0304,0.0373,0.4056,0.1241
69940.73,0.1648,0.1157,0.0906,0.0875,0.0621,0.0835,0.0625,0.1428,0.038,0.1525,0.1529
37373.62,0.0936,0.1468,0.1063,0.0981,0.0329,0.1233,0.005,0.1401,0.0723,0.1817,0.1494
74784.22,0.2325,0.1042,0.0953,0.0677,0.0948,0.0631,0.0575,0.0581,0.0805,0.1463,0.2011
43231.31,0.2113,0.1567,0.1097,0.0278,0.0347,0.0998,0.057,0.0949,0.0828,0.1254,0.118
40654.12,0.2827,0.0972,0.1135,0.1168,0.0589,0.106,0.0344,0.0974,0.0432,0.05,0.1687
60378.09,0.1681,0.1707,0.1124,0.1263,0.0216,0.1236,0.0152,0.005,0.0745,0.1826,0.1974
33863.73,0.1838,0.0622,0.1268,0.099,0.0297,0.126,0.0191,0.0456,0.048,0.2599,0.1611
50921.46,0.2111,0.122,0.129,0.1158,0.0485,0.1257,0.0665,0.1044,0.0378,0.0391,0.046
59691.77,0.2272,0.1301,0.0362,0.0625,0.0424,0.0795,0.0718,0.0318,0.0432,0.2753,0.1189
56086.83,0.1604,0.0537,0.1182,0.0482,0.0416,0.0794,0.017,0.0168,0.0988,0.3659,0.0446
73540.57,0.2131,0.1443,0.1032,0.0797,0.0722,0.0867,0.0578,0.0655,0.0576,0.1197,0.1655
50724.99,0.1221,0.1316,0.0965,0.0745,0.0402,0.1226,0.0651,0.0646,0.0977,0.1852,0.1676
55630.32,0.1521,0.1298,0.0342,0.0943,0.0523,0.089,0.0593,0.0489,0.0852,0.2551,0.1236
32476.09,0.197,0.0776,0.1145,0.1353,0.0704,0.0743,0.0669,0.0736,0.0517,0.1389,0.115
52029.29,0.2357,0.1159,0.0978,0.0884,0.0249,0.1267,0.0422,0.0588,0.0649,0.1448,0.1165
56165.19,0.2578,0.0984,0.0985,0.1313,0.021,0.1462,0.0148,0.1474,0.0514,0.0333,0.2292
51846.25,0.2419,0.1635,0.081,0.0481,0.0624,0.047,0.0762,0.043,0.0512,0.1857,0.1528
59286.28,0.2123,0.1438,0.0824,0.1665,0.067,0.1036,0.0456,0.1044,0.0257,0.0487,0.1469
36370.76,0.2013,0.1194,0.0914,0.0845,0.0531,0.072,0.0756,0.0797,0.0735,0.1495,0.1582
34440.25,0.1646,0.108,0.1534,0.0954,0.0231,0.0911,0.0461,0.1029,0.0469,0.1685,0.1388
60627.58,0.2831,0.1196,0.0621,0.1175,0.0758,0.0617,0.0601,0.1097,0.0604,0.05,0.1969
71336.78,0.2308,0.0927,0.1049,0.0796,0.0554,0.0857,0.0131,0.0974,0.0346,0.2057,0.1025
63120.55,0.1961,0.1223,0.0532,0.1062,0.0763,0.1014,0.0538,0.1687,0.072,0.05,0.1504
63401.68,0.2014,0.1549,0.1302,0.0392,0.0646,0.1106,0.0405,0.0885,0.0452,0.1247,0.0948
42680.4,0.2564,0.1266,0.0612,0.1381,0.0379,0.1206,0.0604,0.0309,0.0736,0.0944,0.173
55946.21,0.2203,0.1081,0.1312,0.1325,0.0419,0.0779,0.0111,0.0673,0.0475,0.1623,0.1211
57767.31,0.2626,0.1554,0.1202,0.097,0.0314,0.1037,0.0418,0.0778,0.0601,0.05,0.107
51896.13,0.1739,0.1654,0.1017,0.1507,0.049,0.0197,0.0692,0.1293,0.0266,0.1146,0.0846
71827.1,0.2597,0.1653,0.111,0.064,0.0431,0.1465,0.0357,0.0816,0.0911,0.0019,0.1248
37390.53,0.131,0.1325,0.1168,0.0398,0.0556,0.1325,0.0163,0.0685,0.1181,0.1889,0.1583
69757.14,0.2728,0.163,0.0857,0.1679,0.0361,0.0882,0.0725,0.0063,0.073,0.0346,0.1946
56449.52,0.098,0.1209,0.1082,0.1047,0.0539,0.0548,0.0741,0.0433,0.0683,0.274,0.1735
39023.63,0.1748,0.123,0.1266,0.102,0.0305,0.13,0.0775,0.0673,0.0605,0.1079,0.2018
71796.34,0.2393,0.0896,0.1043,0.0656,0.0391,0.079,0.0134,0.1298,0.0486,0.1914,0.0891
57353.06,0.2184,0.1383,0.0892,0.1179,0.055,0.1083,0.0391,0.1687,0.0324,0.0327,0.148
58586.07,0.2569,0.105,0.0942,0.1175,0.0701,0.0496,0.0128,0.1074,0.073,0.1136,0.1374
64743.76,0.2004,0.089,0.0966,0.1502,0.0559,0.1237,0.0495,0.1109,0.0743,0.0494,0.1963
47394.27,0.0355,0.1845,0.0914,0.1154,0.05,0.0943,0.0482,0.0747,0.0862,0.2198,0.1626
72432.4,0.1612,0.103,0.089,0.1122,0.0482,0.1398,0.039,0.0275,0.0534,0.2267,0.041
72301.19,0.1229,0.1489,0.091,0.0579,0.0676,0.0634,0.1162,0.0492,0.0627,0.2202,0.1039
58058.92,0.2106,0.0956,0.1331,0.0905,0.0286,0.1243,0.0696,0.1276,0.0702,0.05,0.1319
