user_idx,category,estimated_monthly_saving,spend_vs_benchmark_ratio,category_acceptance_rate,user_has_reduced_before,goal_months_remaining,gap_to_goal,category_priority_rank,category_type,relevance
2891,entertainment,682.9,1.2495,0.65,1,12,353.43,7,1.0,2
2891,utilities,114.92,0.9095,0.25,1,12,353.43,5,0.1,1
2891,healthcare,73.84,0.9799,0.15,0,12,353.43,9,0.05,0
2891,investments,247.4,1.1291,0.2,0,12,353.43,4,0.3,0
2891,fuel,314.87,0.9949,0.4,1,12,353.43,8,0.45,1
2892,food,1464.9,1.2572,0.45,1,24,30710.39,1,0.5,1
2892,groceries,72.5,1.0638,0.3,1,24,30710.39,4,0.15,1
2892,transport,200.24,0.4555,0.35,0,24,30710.39,8,0.4,0
2892,shopping,1538.35,1.3377,0.6,1,24,30710.39,2,0.9,3
2892,entertainment,287.77,0.5612,0.65,0,24,30710.39,9,1.0,1
2892,utilities,58.26,1.0112,0.25,0,24,30710.39,6,0.1,0
2892,healthcare,505.6,2.4724,0.15,0,24,30710.39,5,0.05,0
2892,investments,436.63,1.5959,0.2,1,24,30710.39,3,0.3,1
2892,fuel,207.67,0.6626,0.4,1,24,30710.39,7,0.45,1
2893,food,1506.31,1.1643,0.45,1,3,3485.21,1,0.5,2
2893,groceries,282.83,1.1902,0.3,1,3,3485.21,2,0.15,1
2893,transport,366.4,0.7507,0.35,0,3,3485.21,5,0.4,0
2893,shopping,1396.11,1.3069,0.6,1,3,3485.21,3,0.9,2
2893,entertainment,367.63,0.8653,0.65,1,3,3485.21,8,1.0,2
2893,utilities,208.67,1.1131,0.25,0,3,3485.21,4,0.1,0
2893,healthcare,22.76,0.719,0.15,0,3,3485.21,9,0.05,0
2893,investments,32.6,0.6852,0.2,0,3,3485.21,7,0.3,0
2893,fuel,255.19,0.9983,0.4,0,3,3485.21,6,0.45,0
2894,food,3256.65,1.2647,0.45,1,18,30508.53,1,0.5,2
2894,groceries,79.93,0.5753,0.3,0,18,30508.53,5,0.15,0
2894,transport,1020.08,0.9819,0.35,0,18,30508.53,4,0.4,0
2894,shopping,824.45,0.4392,0.6,1,18,30508.53,8,0.9,2
2894,entertainment,531.68,0.5743,0.65,1,18,30508.53,9,1.0,2
2894,utilities,408.91,1.2281,0.25,0,18,30508.53,2,0.1,0
2894,healthcare,58.92,0.9672,0.15,0,18,30508.53,6,0.05,0
2894,investments,351.3,1.4029,0.2,1,18,30508.53,3,0.3,1
2894,fuel,469.21,0.8314,0.4,0,18,30508.53,7,0.45,0
2895,food,1791.41,0.9072,0.45,1,6,54630.14,1,0.5,2
2895,groceries,139.35,1.0174,0.3,0,6,54630.14,2,0.15,0
2895,transport,868.31,0.8241,0.35,1,6,54630.14,5,0.4,1
2895,shopping,2045.92,1.0647,0.6,0,6,54630.14,3,0.9,2
2895,entertainment,537.63,0.5743,0.65,1,6,54630.14,9,1.0,2
2895,utilities,83.83,0.7296,0.25,0,6,54630.14,7,0.1,0
2895,healthcare,271.96,1.4726,0.15,0,6,54630.14,6,0.05,0
2895,investments,269.81,1.1062,0.2,0,6,54630.14,4,0.3,0
2895,fuel,588.05,1.0658,0.4,1,6,54630.14,8,0.45,1
2896,food,1192.09,1.0828,0.45,1,12,478.59,1,0.5,1
2896,groceries,330.54,1.4184,0.3,1,12,478.59,2,0.15,1
2896,transport,935.53,1.2221,0.35,1,12,478.59,4,0.4,1
2896,shopping,1082.19,0.8925,0.6,0,12,478.59,6,0.9,1
2896,entertainment,1182.66,1.3845,0.65,1,12,478.59,7,1.0,2
2896,utilities,74.54,0.9483,0.25,0,12,478.59,5,0.1,0
2896,healthcare,4.77,0.1256,0.15,0,12,478.59,9,0.05,0
2896,investments,10.79,0.1572,0.2,0,12,478.59,8,0.3,0
2896,fuel,1170.73,1.7832,0.4,1,12,478.59,3,0.45,1
2897,food,1244.11,1.091,0.45,0,24,37324.01,1,0.5,0
2897,groceries,90.65,0.9749,0.3,0,24,37324.01,4,0.15,0
2897,transport,1162.27,1.4266,0.35,1,24,37324.01,3,0.4,1
2897,shopping,1259.5,1.0033,0.6,1,24,37324.01,5,0.9,2
2897,entertainment,676.02,0.9612,0.65,1,24,37324.01,7,1.0,2
2897,utilities,342.13,1.4449,0.25,0,24,37324.01,2,0.1,0
2897,healthcare,9.85,0.2688,0.15,1,24,37324.01,9,0.05,1
2897,investments,42.73,0.7283,0.2,1,24,37324.01,6,0.3,1
2897,fuel,338.84,0.8531,0.4,0,24,37324.01,8,0.45,0
2898,food,1154.42,0.9918,0.45,1,3,5391.79,1,0.5,1
2898,groceries,275.19,1.2696,0.3,1,3,5391.79,2,0.15,1
2898,transport,512.96,0.8858,0.35,0,3,5391.79,6,0.4,0
2898,shopping,2150.14,1.2708,0.6,1,3,5391.79,3,0.9,3
2898,entertainment,1373.95,1.4505,0.65,1,3,5391.79,5,1.0,2
2898,utilities,188.67,1.2607,0.25,1,3,5391.79,4,0.1,1
2898,healthcare,9.08,0.5653,0.15,1,3,5391.79,8,0.05,1
2898,investments,3.73,0.069,0.2,0,3,5391.79,9,0.3,0
2898,fuel,442.93,0.9056,0.4,1,3,5391.79,7,0.45,1
2899,food,1494.81,1.0558,0.45,0,18,26337.94,1,0.5,0
2899,groceries,102.17,0.8454,0.3,0,18,26337.94,5,0.15,0
2899,transport,384.32,0.5496,0.35,1,18,26337.94,8,0.4,1
2899,shopping,2681.29,1.409,0.6,0,18,26337.94,3,0.9,2
2899,entertainment,873.4,0.9825,0.65,1,18,26337.94,7,1.0,2
2899,utilities,95.47,1.0483,0.25,0,18,26337.94,4,0.1,0
2899,healthcare,9.07,0.2186,0.15,1,18,26337.94,9,0.05,1
2899,investments,770.35,1.9628,0.2,0,18,26337.94,2,0.3,0
2899,fuel,755.52,1.1276,0.4,1,18,26337.94,6,0.45,1
2900,food,1147.11,0.8473,0.45,1,6,42410.27,1,0.5,1
2900,groceries,70.99,0.641,0.3,0,6,42410.27,5,0.15,0
2900,transport,768.03,1.0009,0.35,1,6,42410.27,4,0.4,1
2900,shopping,2023.36,1.1361,0.6,1,6,42410.27,3,0.9,3
2900,entertainment,1559.08,1.5267,0.65,1,6,42410.27,6,1.0,3
2900,utilities,50.85,0.588,0.25,0,6,42410.27,9,0.1,0
2900,healthcare,177.36,1.3193,0.15,0,6,42410.27,7,0.05,0
2900,investments,270.21,1.4729,0.2,1,6,42410.27,2,0.3,1
2900,fuel,431.05,1.059,0.4,0,6,42410.27,8,0.45,0
2901,food,858.02,1.0282,0.45,1,12,361.93,1,0.5,1
2901,groceries,68.76,1.0502,0.3,1,12,361.93,3,0.15,1
2901,transport,367.96,0.9072,0.35,0,12,361.93,5,0.4,0
2901,shopping,301.19,0.3268,0.6,0,12,361.93,9,0.9,1
2901,entertainment,378.79,0.7165,0.65,0,12,361.93,8,1.0,1
2901,utilities,203.59,1.1124,0.25,1,12,361.93,4,0.1,1
2901,healthcare,75.07,1.1558,0.15,1,12,361.93,7,0.05,1
2901,investments,585.47,1.8979,0.2,0,12,361.93,2,0.3,0
2901,fuel,478.66,1.1346,0.4,1,12,361.93,6,0.45,1
2902,food,1301.27,1.2083,0.45,0,24,29991.17,1,0.5,0
2902,groceries,214.62,1.1134,0.3,0,24,29991.17,3,0.15,0
2902,transport,602.8,1.1382,0.35,0,24,29991.17,6,0.4,0
2902,shopping,1182.32,0.7663,0.6,1,24,29991.17,2,0.9,2
2902,entertainment,644.37,0.7951,0.65,0,24,29991.17,8,1.0,1
2902,utilities,180.0,1.2263,0.25,0,24,29991.17,5,0.1,0
2902,healthcare,23.31,0.9836,0.15,0,24,29991.17,9,0.05,0
2902,investments,38.51,0.522,0.2,1,24,29991.17,7,0.3,1
2902,fuel,676.71,1.3755,0.4,0,24,29991.17,4,0.45,0
2903,food,493.76,0.4729,0.45,1,3,3489.67,4,0.5,1
2903,groceries,72.01,0.9556,0.3,1,3,3489.67,2,0.15,1
2903,transport,571.04,1.0544,0.35,1,3,3489.67,3,0.4,1
2903,shopping,823.83,0.7751,0.6,1,3,3489.67,7,0.9,2
2903,entertainment,393.67,0.7604,0.65,0,3,3489.67,9,1.0,1
2903,utilities,63.65,0.8909,0.25,0,3,3489.67,5,0.1,0
2903,healthcare,575.36,2.2664,0.15,0,3,3489.67,1,0.05,0
2903,investments,54.57,1.0639,0.2,0,3,3489.67,6,0.3,0
2903,fuel,218.87,0.7572,0.4,1,3,3489.67,8,0.45,1
2904,food,2684.23,1.1937,0.45,1,18,27003.67,1,0.5,2
2904,groceries,88.02,0.7401,0.3,1,18,27003.67,5,0.15,1
2904,transport,1414.28,1.2176,0.35,0,18,27003.67,2,0.4,0
2904,shopping,1118.13,0.7114,0.6,0,18,27003.67,7,0.9,1
2904,entertainment,609.73,0.7921,0.65,1,18,27003.67,8,1.0,2
2904,utilities,88.27,0.944,0.25,1,18,27003.67,4,0.1,1
2904,healthcare,22.8,0.4307,0.15,1,18,27003.67,9,0.05,1
2904,investments,319.98,1.4246,0.2,0,18,27003.67,3,0.3,0
2904,fuel,966.16,1.4637,0.4,1,18,27003.67,6,0.45,1
2905,food,766.35,0.6562,0.45,1,6,36949.65,4,0.5,1
2905,groceries,101.21,1.0522,0.3,1,6,36949.65,3,0.15,1
2905,transport,576.99,1.0038,0.35,1,6,36949.65,5,0.4,1
2905,shopping,3147.93,1.6765,0.6,0,6,36949.65,1,0.9,2
2905,entertainment,622.2,0.8214,0.65,0,6,36949.65,7,1.0,1
2905,utilities,321.79,1.309,0.25,1,6,36949.65,2,0.1,1
2905,healthcare,34.15,1.0075,0.15,1,6,36949.65,8,0.05,1
2905,investments,27.21,0.4207,0.2,1,6,36949.65,9,0.3,1
2905,fuel,371.03,0.8846,0.4,0,6,36949.65,6,0.45,0
2906,food,1649.72,0.7175,0.45,0,12,400.89,1,0.5,1
2906,groceries,341.2,1.1092,0.3,0,12,400.89,2,0.15,0
2906,transport,529.35,1.0439,0.35,0,12,400.89,5,0.4,0
2906,shopping,888.55,1.3633,0.6,0,12,400.89,7,0.9,1
2906,entertainment,321.37,1.1733,0.65,1,12,400.89,9,1.0,2
2906,utilities,200.63,0.7463,0.25,1,12,400.89,3,0.1,1
2906,healthcare,143.24,0.9158,0.15,0,12,400.89,4,0.05,0
2906,investments,284.48,2.8154,0.2,0,12,400.89,8,0.3,0
2906,fuel,656.7,1.696,0.4,1,12,400.89,6,0.45,1
2907,food,1218.98,0.7923,0.45,0,24,48051.49,2,0.5,0
2907,groceries,452.29,1.4398,0.3,0,24,48051.49,1,0.15,0
2907,transport,947.56,1.0653,0.35,0,24,48051.49,3,0.4,0
2907,shopping,1668.87,1.0347,0.6,0,24,48051.49,4,0.9,2
2907,entertainment,704.59,0.897,0.65,1,24,48051.49,8,1.0,2
2907,utilities,84.98,0.9381,0.25,0,24,48051.49,5,0.1,0
2907,healthcare,51.67,0.9434,0.15,0,24,48051.49,7,0.05,0
2907,investments,25.58,0.3016,0.2,1,24,48051.49,9,0.3,1
2907,fuel,1258.8,1.5599,0.4,0,24,48051.49,6,0.45,0
2908,food,3708.33,1.428,0.45,0,3,6081.2,1,0.5,1
2908,groceries,277.66,0.9128,0.3,0,3,6081.2,4,0.15,0
2908,transport,962.69,0.9909,0.35,0,3,6081.2,5,0.4,0
2908,shopping,2610.91,1.333,0.6,1,3,6081.2,2,0.9,3
2908,entertainment,1075.48,1.1129,0.65,0,3,6081.2,7,1.0,1
2908,utilities,154.72,0.5959,0.25,0,3,6081.2,6,0.1,0
2908,healthcare,11.75,0.0839,0.15,0,3,6081.2,9,0.05,0
2908,investments,610.01,1.4451,0.2,0,3,6081.2,3,0.3,0
2908,fuel,483.5,0.8533,0.4,0,3,6081.2,8,0.45,0
2909,food,666.64,1.0684,0.45,1,18,11473.54,1,0.5,1
2909,groceries,48.27,1.0705,0.3,0,18,11473.54,4,0.15,0
2909,transport,243.83,0.8018,0.35,1,18,11473.54,6,0.4,1
2909,shopping,536.71,0.7906,0.6,1,18,11473.54,5,0.9,2
2909,entertainment,358.58,0.9534,0.65,1,18,11473.54,7,1.0,2
2909,utilities,155.02,1.3854,0.25,0,18,11473.54,3,0.1,0
2909,healthcare,2.57,0.1256,0.15,1,18,11473.54,9,0.05,1
2909,investments,366.15,1.8207,0.2,1,18,11473.54,2,0.3,1
2909,fuel,199.93,0.8584,0.4,0,18,11473.54,7,0.45,0
2910,food,1686.76,1.2807,0.45,1,6,28551.6,1,0.5,2
2910,groceries,60.24,0.9271,0.3,0,6,28551.6,2,0.15,0
2910,transport,317.31,0.6274,0.35,0,6,28551.6,7,0.4,0
2910,shopping,747.2,0.8118,0.6,1,6,28551.6,6,0.9,2
2910,entertainment,1067.78,1.7941,0.65,0,6,28551.6,5,1.0,1
2910,utilities,198.81,1.1445,0.25,0,6,28551.6,3,0.1,0
2910,healthcare,12.99,0.4507,0.15,0,6,28551.6,9,0.05,0
2910,investments,167.03,1.2569,0.2,1,6,28551.6,4,0.3,1
2910,fuel,200.14,0.7352,0.4,0,6,28551.6,8,0.45,0
2911,food,2470.34,1.4609,0.45,1,12,479.41,1,0.5,2
2911,groceries,50.89,0.5745,0.3,0,12,479.41,6,0.15,0
2911,transport,502.83,0.7833,0.35,1,12,479.41,5,0.4,1
2911,shopping,1030.4,0.8919,0.6,1,12,479.41,4,0.9,2
2911,entertainment,561.44,1.0,0.65,1,12,479.41,8,1.0,2
2911,utilities,228.85,1.174,0.25,0,12,479.41,2,0.1,0
2911,healthcare,380.25,1.8102,0.15,1,12,479.41,3,0.05,1
2911,investments,31.86,0.5428,0.2,0,12,479.41,9,0.3,0
2911,fuel,349.13,1.054,0.4,0,12,479.41,7,0.45,0
2912,food,2998.43,1.4749,0.45,1,24,45481.55,1,0.5,2
2912,groceries,267.25,1.0319,0.3,0,24,45481.55,2,0.15,0
2912,transport,696.44,0.8595,0.35,0,24,45481.55,6,0.4,0
2912,shopping,1825.16,1.0537,0.6,1,24,45481.55,3,0.9,3
2912,entertainment,781.17,0.8932,0.65,0,24,45481.55,8,1.0,1
2912,utilities,212.95,0.9348,0.25,0,24,45481.55,4,0.1,0
2912,healthcare,819.06,2.0503,0.15,0,24,45481.55,5,0.05,0
2912,investments,138.6,0.8248,0.2,1,24,45481.55,7,0.3,1
2912,fuel,323.26,0.6049,0.4,1,24,45481.55,9,0.45,1
2913,food,1452.1,0.7838,0.45,0,3,2753.4,1,0.5,0
2913,groceries,136.2,0.8944,0.3,0,3,2753.4,3,0.15,0
2913,transport,382.16,0.9128,0.35,0,3,2753.4,5,0.4,0
2913,shopping,1034.68,1.6358,0.6,0,3,2753.4,4,0.9,1
2913,entertainment,792.81,2.6749,0.65,1,3,2753.4,6,1.0,2
2913,utilities,143.9,0.7078,0.25,0,3,2753.4,2,0.1,0
2913,healthcare,67.68,1.0819,0.15,1,3,2753.4,7,0.05,1
2913,investments,196.71,2.5317,0.2,0,3,2753.4,8,0.3,0
2913,fuel,136.66,0.6514,0.4,1,3,2753.4,9,0.45,1
2914,food,3803.47,1.5571,0.45,0,18,26867.19,1,0.5,1
2914,groceries,431.35,1.3826,0.3,1,18,26867.19,2,0.15,1
2914,transport,768.67,1.0778,0.35,1,18,26867.19,4,0.4,1
2914,shopping,1633.43,1.0439,0.6,0,18,26867.19,3,0.9,2
2914,entertainment,711.29,0.7748,0.65,1,18,26867.19,8,1.0,2
2914,utilities,53.43,0.5674,0.25,1,18,26867.19,6,0.1,1
2914,healthcare,5.15,0.1256,0.15,0,18,26867.19,9,0.05,0
2914,investments,69.59,0.8028,0.2,0,18,26867.19,5,0.3,0
2914,fuel,403.79,0.7675,0.4,1,18,26867.19,7,0.45,1
2915,food,610.43,0.5176,0.45,1,6,28667.85,4,0.5,1
2915,groceries,463.53,1.1874,0.3,1,6,28667.85,2,0.15,1
2915,transport,1073.35,1.2974,0.35,0,6,28667.85,3,0.4,0
2915,shopping,689.68,0.5735,0.6,1,6,28667.85,6,0.9,2
2915,entertainment,149.62,0.2175,0.65,1,6,28667.85,9,1.0,2
2915,utilities,512.57,1.4202,0.25,0,6,28667.85,1,0.1,0
2915,healthcare,86.16,1.0628,0.15,0,6,28667.85,8,0.05,0
2915,investments,91.37,0.6124,0.2,0,6,28667.85,7,0.3,0
2915,fuel,717.01,1.1976,0.4,0,6,28667.85,5,0.45,0
2916,food,444.71,0.6098,0.45,1,12,329.62,4,0.5,1
2916,groceries,217.76,1.1913,0.3,1,12,329.62,2,0.15,1
2916,transport,891.66,1.5194,0.35,1,12,329.62,3,0.4,1
2916,shopping,127.92,0.1535,0.6,1,12,329.62,9,0.9,2
2916,entertainment,1024.18,1.5573,0.65,1,12,329.62,7,1.0,2
2916,utilities,46.98,0.9461,0.25,1,12,329.62,6,0.1,1
2916,healthcare,13.13,0.5879,0.15,0,12,329.62,8,0.05,0
2916,investments,736.74,2.1117,0.2,1,12,329.62,1,0.3,1
2916,fuel,540.24,1.4755,0.4,1,12,329.62,5,0.45,1
2917,food,570.51,0.3808,0.45,0,24,41809.05,6,0.5,0
2917,groceries,69.75,0.6271,0.3,0,24,41809.05,5,0.15,0
2917,transport,2581.01,1.931,0.35,1,24,41809.05,1,0.4,2
2917,shopping,2875.72,1.3958,0.6,0,24,41809.05,2,0.9,2
2917,entertainment,1445.44,1.2718,0.65,1,24,41809.05,4,1.0,2
2917,utilities,323.98,1.1292,0.25,0,24,41809.05,3,0.1,0
2917,healthcare,18.25,0.407,0.15,0,24,41809.05,9,0.05,0
2917,investments,29.56,0.3683,0.2,0,24,41809.05,8,0.3,0
2917,fuel,449.47,0.8619,0.4,0,24,41809.05,7,0.45,0
2918,food,1383.65,0.9391,0.45,1,3,4911.94,1,0.5,1
2918,groceries,90.24,0.7916,0.3,0,3,4911.94,4,0.15,0
2918,transport,1476.51,1.301,0.35,1,3,4911.94,2,0.4,1
2918,shopping,877.85,0.5724,0.6,0,3,4911.94,6,0.9,1
2918,entertainment,409.48,0.5703,0.65,0,3,4911.94,9,1.0,1
2918,utilities,101.5,1.0374,0.25,0,3,4911.94,3,0.1,0
2918,healthcare,39.23,0.8248,0.15,0,3,4911.94,7,0.05,0
2918,investments,28.77,0.421,0.2,1,3,4911.94,8,0.3,1
2918,fuel,765.12,1.2631,0.4,0,3,4911.94,5,0.45,0
2919,food,810.01,0.5357,0.45,1,18,29980.46,4,0.5,1
2919,groceries,419.74,1.2195,0.3,1,18,29980.46,1,0.15,1
2919,transport,801.52,1.0272,0.35,0,18,29980.46,3,0.4,0
2919,shopping,2756.02,1.362,0.6,0,18,29980.46,2,0.9,2
2919,entertainment,1069.67,1.1069,0.65,0,18,29980.46,7,1.0,1
2919,utilities,36.08,0.9626,0.25,0,18,29980.46,6,0.1,0
2919,healthcare,17.93,0.8577,0.15,0,18,29980.46,8,0.05,0
2919,investments,175.74,1.2762,0.2,0,18,29980.46,5,0.3,0
2919,fuel,336.06,0.7774,0.4,1,18,29980.46,9,0.45,1
2920,food,3378.18,1.532,0.45,0,6,45390.47,1,0.5,1
2920,groceries,356.27,1.2493,0.3,1,6,45390.47,2,0.15,1
2920,transport,413.74,0.6248,0.35,0,6,45390.47,6,0.4,0
2920,shopping,1295.81,0.8783,0.6,0,6,45390.47,4,0.9,1
2920,entertainment,503.26,0.6019,0.65,1,6,45390.47,8,1.0,2
2920,utilities,61.87,0.6809,0.25,1,6,45390.47,5,0.1,1
2920,healthcare,143.88,1.2261,0.15,0,6,45390.47,7,0.05,0
2920,investments,575.03,1.6938,0.2,1,6,45390.47,3,0.3,1
2920,fuel,243.51,0.5262,0.4,0,6,45390.47,9,0.45,0
2921,food,2376.08,1.3099,0.45,1,12,717.63,1,0.5,2
2921,groceries,167.13,1.0995,0.3,0,12,717.63,3,0.15,0
2921,transport,911.17,1.1291,0.35,1,12,717.63,6,0.4,1
2921,shopping,2345.08,0.9333,0.6,1,12,717.63,2,0.9,3
2921,entertainment,1280.7,0.9865,0.65,1,12,717.63,8,1.0,2
2921,utilities,323.53,1.187,0.25,0,12,717.63,5,0.1,0
2921,healthcare,143.91,1.1455,0.15,0,12,717.63,9,0.05,0
2921,investments,123.32,0.8487,0.2,0,12,717.63,4,0.3,0
2921,fuel,987.89,1.1747,0.4,1,12,717.63,7,0.45,1
2922,food,741.36,0.4522,0.45,1,24,42526.25,4,0.5,1
2922,groceries,458.08,1.2306,0.3,1,24,42526.25,1,0.15,1
2922,transport,905.7,1.0045,0.35,0,24,42526.25,2,0.4,0
2922,shopping,1742.12,1.0647,0.6,1,24,42526.25,3,0.9,3
2922,entertainment,714.23,0.8891,0.65,1,24,42526.25,8,1.0,2
2922,utilities,80.84,0.9154,0.25,0,24,42526.25,5,0.1,0
2922,healthcare,44.79,0.8704,0.15,1,24,42526.25,7,0.05,1
2922,investments,74.44,0.7937,0.2,0,24,42526.25,6,0.3,0
2922,fuel,327.59,0.6813,0.4,0,24,42526.25,9,0.45,0
2923,food,1591.32,0.8657,0.45,0,3,5383.5,1,0.5,1
2923,groceries,123.6,0.9984,0.3,0,3,5383.5,3,0.15,0
2923,transport,1731.63,1.3636,0.35,0,3,5383.5,2,0.4,1
2923,shopping,884.95,0.5492,0.6,1,3,5383.5,6,0.9,2
2923,entertainment,570.76,0.705,0.65,1,3,5383.5,9,1.0,2
2923,utilities,80.52,0.7729,0.25,1,3,5383.5,4,0.1,1
2923,healthcare,47.3,0.8686,0.15,1,3,5383.5,7,0.05,1
2923,investments,35.43,0.4403,0.2,0,3,5383.5,8,0.3,0
2923,fuel,494.78,1.0944,0.4,0,3,5383.5,5,0.45,0
2924,food,1827.63,0.9077,0.45,0,18,33914.07,1,0.5,1
2924,groceries,132.45,1.0166,0.3,1,18,33914.07,3,0.15,1
2924,transport,1063.31,1.0118,0.35,1,18,33914.07,4,0.4,1
2924,shopping,1772.94,0.9488,0.6,1,18,33914.07,6,0.9,3
2924,entertainment,383.17,0.4317,0.65,0,18,33914.07,9,1.0,1
2924,utilities,446.46,1.3402,0.25,1,18,33914.07,2,0.1,1
2924,healthcare,298.1,1.4854,0.15,0,18,33914.07,7,0.05,0
2924,investments,327.84,1.2955,0.2,1,18,33914.07,5,0.3,1
2924,fuel,941.89,1.1906,0.4,0,18,33914.07,8,0.45,0
2925,food,1063.3,0.8884,0.45,1,6,29564.19,1,0.5,1
2925,groceries,300.39,1.1791,0.3,1,6,29564.19,2,0.15,1
2925,transport,558.54,0.9311,0.35,0,6,29564.19,3,0.4,0
2925,shopping,1064.69,0.9199,0.6,0,6,29564.19,4,0.9,1
2925,entertainment,168.09,0.2891,0.65,1,6,29564.19,9,1.0,2
2925,utilities,26.39,0.4071,0.25,0,6,29564.19,7,0.1,0
2925,healthcare,130.36,1.3723,0.15,0,6,29564.19,5,0.05,0
2925,investments,44.48,0.8432,0.2,0,6,29564.19,6,0.3,0
2925,fuel,197.09,0.5835,0.4,0,6,29564.19,8,0.45,0
2926,food,1575.93,0.9482,0.45,0,12,393.25,1,0.5,1
2926,groceries,75.46,0.9914,0.3,0,12,393.25,2,0.15,0
2926,transport,673.56,1.1606,0.35,0,12,393.25,4,0.4,0
2926,shopping,1159.7,1.6922,0.6,1,12,393.25,5,0.9,2
2926,entertainment,461.97,1.6207,0.65,1,12,393.25,8,1.0,2
2926,utilities,69.44,0.7335,0.25,0,12,393.25,3,0.1,0
2926,healthcare,3.27,0.1241,0.15,0,12,393.25,9,0.05,0
2926,investments,233.06,2.9603,0.2,0,12,393.25,7,0.3,0
2926,fuel,392.08,1.3944,0.4,1,12,393.25,6,0.45,1
2927,food,2187.35,1.2662,0.45,0,24,38537.59,1,0.5,1
2927,groceries,91.38,1.0063,0.3,0,24,38537.59,2,0.15,0
2927,transport,709.19,1.0526,0.35,0,24,38537.59,3,0.4,0
2927,shopping,1004.5,0.8398,0.6,1,24,38537.59,5,0.9,2
2927,entertainment,969.06,1.297,0.65,1,24,38537.59,7,1.0,2
2927,utilities,65.09,0.8279,0.25,1,24,38537.59,6,0.1,1
2927,healthcare,9.29,0.2391,0.15,1,24,38537.59,9,0.05,1
2927,investments,242.85,1.339,0.2,1,24,38537.59,4,0.3,1
2927,fuel,323.43,0.8668,0.4,1,24,38537.59,8,0.45,1
2928,food,1243.5,0.972,0.45,1,3,5097.18,1,0.5,1
2928,groceries,80.26,0.7948,0.3,0,3,5097.18,4,0.15,0
2928,transport,710.41,1.0091,0.35,1,3,5097.18,3,0.4,1
2928,shopping,3201.45,1.7905,0.6,1,3,5097.18,2,0.9,3
2928,entertainment,1095.78,1.3842,0.65,0,3,5097.18,6,1.0,1
2928,utilities,64.57,0.9194,0.25,1,3,5097.18,5,0.1,1
2928,healthcare,141.47,1.1697,0.15,0,3,5097.18,7,0.05,0
2928,investments,47.93,0.7358,0.2,0,3,5097.18,9,0.3,0
2928,fuel,398.08,1.0675,0.4,1,3,5097.18,8,0.45,1
2929,food,334.65,0.4021,0.45,1,18,15654.86,7,0.5,1
2929,groceries,314.46,1.4821,0.3,1,18,15654.86,1,0.15,1
2929,transport,251.95,0.611,0.35,1,18,15654.86,9,0.4,1
2929,shopping,1012.27,1.0779,0.6,1,18,15654.86,4,0.9,2
2929,entertainment,542.82,1.0408,0.65,1,18,15654.86,8,1.0,2
2929,utilities,202.31,1.2281,0.25,0,18,15654.86,3,0.1,0
2929,healthcare,776.36,3.0327,0.15,0,18,15654.86,2,0.05,0
2929,investments,42.29,0.9324,0.2,1,18,15654.86,6,0.3,1
2929,fuel,532.07,1.2815,0.4,1,18,15654.86,5,0.45,1
2930,food,1969.28,1.2309,0.45,0,6,33307.81,1,0.5,1
2930,groceries,193.66,0.9527,0.3,1,6,33307.81,3,0.15,1
2930,transport,1129.38,1.3952,0.35,0,6,33307.81,2,0.4,0
2930,shopping,1097.65,0.8871,0.6,0,6,33307.81,5,0.9,1
2930,entertainment,270.47,0.3689,0.65,0,6,33307.81,9,1.0,1
2930,utilities,135.28,0.8146,0.25,1,6,33307.81,6,0.1,1
2930,healthcare,182.34,1.1558,0.15,0,6,33307.81,8,0.05,0
2930,investments,351.0,1.2855,0.2,0,6,33307.81,4,0.3,0
2930,fuel,559.29,1.0997,0.4,0,6,33307.81,7,0.45,0
2931,food,794.34,0.9145,0.45,0,12,357.68,1,0.5,0
2931,groceries,250.3,1.1941,0.3,0,12,357.68,2,0.15,0
2931,transport,786.96,1.2194,0.35,1,12,357.68,3,0.4,1
2931,shopping,1305.32,1.2809,0.6,1,12,357.68,4,0.9,2
2931,entertainment,199.57,0.4574,0.65,0,12,357.68,9,1.0,1
2931,utilities,30.17,0.5782,0.25,0,12,357.68,8,0.1,0
2931,healthcare,103.97,1.25,0.15,0,12,357.68,7,0.05,0
2931,investments,146.57,1.2449,0.2,0,12,357.68,5,0.3,0
2931,fuel,451.05,1.3137,0.4,0,12,357.68,6,0.45,0
2932,food,1922.84,1.1305,0.45,0,24,54516.36,1,0.5,1
2932,groceries,36.79,1.0746,0.3,0,24,54516.36,4,0.15,0
2932,transport,487.19,0.8644,0.35,0,24,54516.36,7,0.4,0
2932,shopping,2186.41,0.8597,0.6,0,24,54516.36,3,0.9,2
2932,entertainment,918.67,0.7239,0.65,0,24,54516.36,9,1.0,1
2932,utilities,660.75,1.6962,0.25,0,24,54516.36,2,0.1,0
2932,healthcare,686.63,2.4343,0.15,0,24,54516.36,5,0.05,0
2932,investments,62.5,0.7766,0.2,0,24,54516.36,6,0.3,0
2932,fuel,489.7,0.8583,0.4,0,24,54516.36,8,0.45,0
2933,food,1631.84,1.3444,0.45,0,3,3096.09,1,0.5,1
2933,groceries,328.19,1.228,0.3,0,3,3096.09,2,0.15,0
2933,transport,389.49,0.9385,0.35,1,3,3096.09,5,0.4,1
2933,shopping,672.93,0.7774,0.6,0,3,3096.09,6,0.9,1
